"No.","公開番号","案件の状態","発注方式","電入／紙入","工事番号","工事名","所属コード","所属名","工事場所","予定価格（税抜）","予定価格（税込）","公告（通知）日","開札予定日","更新日時","発注業種","発注業種２"
"2361","160925","","一般競争入札","電子入札","平成２８年度　道改交金　第１８号","国道４２５号（外）道路改良（外）合併工事","130560","日高振興局建設部","日高郡印南町","678000","732240","2016/05/12","2016/05/24","2016/05/27 06:30","塗装工事",""
"2362","160965","","一般競争入札（総合評価）","電子入札","平成２８年度　道改交金　第１３３号－２","白浜温泉線道路改良工事","130660","西牟婁振興局建設部","西牟婁郡白浜町","61142000","66033360","2016/05/12","2016/06/06","2016/06/21 06:30","土木一式工事",""
"2363","160981","","一般競争入札","電子入札","平成２８年度　道改交金　第１０号","国道３７１号　道路改良測量業務","130360","伊都振興局建設部","伊都郡かつらぎ町","7290000","7873200","2016/05/12","2016/05/24","2016/05/27 16:22","測量一般",""
"2364","160942","","一般競争入札","電子入札","平成２８年度　道維修　第６号－１５","国道３１１号道路維持修繕工事","130660","西牟婁振興局建設部","田辺市","2345000","2532600","2016/05/12","2016/06/06","2016/06/14 17:55","とび・土工・コンクリート工事",""
"2365","161001","","一般競争入札","電子入札","平成２８年度　道維修　第４号－２０","美里龍神線外道路維持修繕工事","130460","有田振興局建設部","有田郡有田川町","6386000","6896880","2016/05/12","2016/05/25","2016/05/31 17:48","土木一式工事",""
"2366","160960","","一般競争入札","電子入札","平成２８年度　道維修　第４号－１９","国道４８０号道路維持修繕工事","130460","有田振興局建設部","有田郡有田川町","6345000","6852600","2016/05/12","2016/05/25","2016/05/31 17:46","土木一式工事",""
"2367","160959","","一般競争入札","電子入札","平成２８年度　道維修　第４号－１８","下湯川金屋線道路維持修繕工事","130460","有田振興局建設部","有田郡有田川町","1129000","1219320","2016/05/12","2016/05/25","2016/05/31 17:43","土木一式工事",""
"2368","160958","","一般競争入札","電子入札","平成２８年度　道維修　第４号－１７","境川金屋線道路維持修繕工事","130460","有田振興局建設部","有田郡有田川町","1108000","1196640","2016/05/12","2016/05/25","2016/05/31 17:42","土木一式工事",""
"2369","160957","","一般競争入札","電子入札","平成２８年度　道維修　第４号－１６","楠本小川線道路維持修繕工事","130460","有田振興局建設部","有田郡有田川町","1108000","1196640","2016/05/12","2016/05/25","2016/05/31 17:40","土木一式工事",""
"2370","160956","","一般競争入札","電子入札","平成２８年度　道維修　第４号－１５","生石公園線道路維持修繕工事","130460","有田振興局建設部","有田郡有田川町","3757000","4057560","2016/05/12","2016/05/25","2016/05/31 17:38","土木一式工事",""
"2371","160955","","一般競争入札","電子入札","平成２８年度　道維修　第４号－１４","国道４８０号外道路維持修繕工事","130460","有田振興局建設部","有田郡有田川町","5078000","5484240","2016/05/12","2016/05/25","2016/05/31 17:37","土木一式工事",""
"2372","160954","","一般競争入札","電子入札","平成２８年度　道維修　第４号－１３","国道４２４号道路維持修繕工事","130460","有田振興局建設部","有田郡有田川町","4252000","4592160","2016/05/12","2016/05/25","2016/05/31 17:35","土木一式工事",""
"2373","160953","","一般競争入札","電子入札","平成２８年度　道維修　第４号－１２","広川川辺線外道路維持修繕工事","130460","有田振興局建設部","有田郡広川町","2217000","2394360","2016/05/12","2016/05/25","2016/10/12 10:34","土木一式工事",""
"2374","160952","","一般競争入札","電子入札","平成２８年度　道維修　第４号－１１","国道４８０号外道路維持修繕工事","130460","有田振興局建設部","有田市","4066000","4391280","2016/05/12","2016/05/25","2016/05/31 17:33","土木一式工事",""
"2375","160984","","一般競争入札","電子入札","平成２８年度　道維修　第３号－９","国道４８０号外　道路維持修繕工事","130360","伊都振興局建設部","伊都郡かつらぎ町","8978000","9696240","2016/05/12","2016/05/24","2016/05/27 16:42","土木一式工事",""
"2376","160999","","一般競争入札","電子入札","平成２８年度　道維修　第３号－２６","国道３７１号（高野龍神スカイライン）　道路維持修繕工事","130360","伊都振興局建設部","伊都郡高野町","10909000","11781720","2016/05/12","2016/05/24","2016/05/27 16:37","土木一式工事",""
"2377","160997","","一般競争入札","電子入札","平成２８年度　道維修　第３号－２５","紀の川自転車道線　サイクリングロード道路維持修繕工事","130360","伊都振興局建設部","伊都郡かつらぎ町","7297000","7880760","2016/05/12","2016/05/24","2016/05/27 16:43","土木一式工事",""
"2378","160996","","一般競争入札","電子入札","平成２８年度　道維修　第３号－２０","高野口野上線外　道路維持修繕工事","130360","伊都振興局建設部","伊都郡かつらぎ町","7920000","8553600","2016/05/12","2016/05/24","2016/05/27 16:40","土木一式工事",""
"2379","160995","","一般競争入札","電子入札","平成２８年度　道維修　第３号－１９","国道３７１号外　道路維持修繕工事","130360","伊都振興局建設部","橋本市","9554000","10318320","2016/05/12","2016/05/24","2016/05/27 16:32","土木一式工事",""
"2380","160994","","一般競争入札","電子入札","平成２８年度　道維修　第３号－１８","国道３７１号　道路維持修繕工事","130360","伊都振興局建設部","橋本市","3760000","4060800","2016/05/12","2016/05/24","2016/05/27 16:28","土木一式工事",""
"2381","160993","","一般競争入札","電子入札","平成２８年度　道維修　第３号－１７","志賀三谷線　道路維持修繕工事","130360","伊都振興局建設部","伊都郡かつらぎ町","5026000","5428080","2016/05/12","2016/05/24","2016/05/27 16:45","土木一式工事",""
"2382","160992","","一般競争入札","電子入札","平成２８年度　道維修　第３号－１６","和歌山橋本線外　道路維持修繕工事","130360","伊都振興局建設部","伊都郡かつらぎ町","6469000","6986520","2016/05/12","2016/05/24","2016/05/27 16:46","土木一式工事",""
"2383","160991","","一般競争入札","電子入札","平成２８年度　道維修　第３号－１５","国道３７０号外　道路維持修繕工事","130360","伊都振興局建設部","伊都郡九度山町","12149000","13120920","2016/05/12","2016/05/24","2016/05/27 16:44","土木一式工事",""
"2384","160990","","一般競争入札","電子入札","平成２８年度　道維修　第３号－１４","宿九度山線外　道路維持修繕工事","130360","伊都振興局建設部","伊都郡九度山町","4762000","5142960","2016/05/12","2016/05/24","2016/05/27 16:25","土木一式工事",""
"2385","160989","","一般競争入札","電子入札","平成２８年度　道維修　第３号－１３","九重名倉線　道路維持修繕工事","130360","伊都振興局建設部","橋本市","1548000","1671840","2016/05/12","2016/05/24","2016/05/27 16:29","土木一式工事",""
"2386","160988","","一般競争入札","電子入札","平成２８年度　道維修　第３号－１２","堺かつらぎ線　道路維持修繕工事","130360","伊都振興局建設部","伊都郡かつらぎ町","3127000","3377160","2016/05/12","2016/05/24","2016/05/27 16:36","土木一式工事",""
"2387","160987","","一般競争入札","電子入札","平成２８年度　道維修　第３号－１１","阪本五條線外　道路維持修繕工事","130360","伊都振興局建設部","伊都郡高野町","3024000","3265920","2016/05/12","2016/05/24","2016/05/27 16:26","土木一式工事",""
"2388","160986","","一般競争入札","電子入札","平成２８年度　道維修　第３号－１０","花園美里線外　道路維持修繕工事","130360","伊都振興局建設部","伊都郡かつらぎ町","4345000","4692600","2016/05/12","2016/05/24","2016/05/27 16:30","土木一式工事",""
"2389","160998","","一般競争入札（総合評価）","電子入札","平成２８年度　道維修　第１号－６","小豆島船所線外道路維持修繕工事","130160","海草振興局建設部","和歌山市","23096000","24943680","2016/05/12","2016/05/31","2016/06/10 09:32","土木一式工事",""
"2390","160886","","一般競争入札","電子入札","平成２８年度　道維修　第１００号－９","国道３７０号外道路維持修繕工事","130160","海南工事事務所","海草郡紀美野町","4799000","5182920","2016/05/12","2016/05/24","2016/05/27 08:59","土木一式工事",""
"2391","160884","","一般競争入札","電子入札","平成２８年度　道維修　第１００号－８","高野口野上線外道路維持修繕工事","130160","海南工事事務所","海草郡紀美野町","4687000","5061960","2016/05/12","2016/05/24","2016/05/27 09:03","土木一式工事",""
"2392","160880","","一般競争入札","電子入札","平成２８年度　道維修　第１００号－７","国道４２４号外道路維持修繕工事","130160","海南工事事務所","海南市","3720000","4017600","2016/05/12","2016/05/24","2016/05/27 08:57","土木一式工事",""
"2393","160879","","一般競争入札","電子入札","平成２８年度　道維修　第１００号－６","引尾下津線外道路維持修繕工事","130160","海南工事事務所","海南市","4851000","5239080","2016/05/12","2016/05/24","2016/05/27 08:57","土木一式工事",""
"2394","160878","","一般競争入札","電子入札","平成２８年度　道維修　第１００号－５","海南金屋線外道路維持修繕工事","130160","海南工事事務所","海南市","4981000","5379480","2016/05/12","2016/05/24","2016/05/27 08:56","土木一式工事",""
"2395","160885","","一般競争入札","電子入札","平成２８年度　道維修　第１００号－１０","国道３７０号外道路維持修繕工事","130160","海南工事事務所","海草郡紀美野町","4644000","5015520","2016/05/12","2016/05/24","2016/05/27 08:58","土木一式工事",""
"2396","160932","","一般競争入札（総合評価）","電子入札","平成２８年度　都政　第２号","和歌山県景観施策検討業務","080900","都市住宅局　都市政策課","","","","2016/05/12","2016/05/31","2016/05/13 09:30","都市計画及び地方計画",""
"2397","160892","","一般競争入札（総合評価）","電子入札","平成２８年度　都政　第１号","都市計画基礎調査外業務","080900","都市住宅局　都市政策課","","20280000","21902400","2016/05/12","2016/05/31","2016/06/06 10:39","都市計画及び地方計画",""
"2398","160900","","一般競争入札","電子入札","平成２８年度　中山間防　第１号－５１","市ノ瀬地区大谷池実施設計業務","130690","西牟婁振興局農林水産振興部","西牟婁郡上富田町","8390000","9061200","2016/05/12","2016/05/23","2016/05/31 06:30","農業土木",""
"2399","160887","","一般競争入札","電子入札","平成２８年度　地特　第１７号","海南金屋線地方特定道路整備工事","130160","海南工事事務所","海南市","5804000","6268320","2016/05/12","2016/05/24","2016/05/27 09:05","土木一式工事",""
"2400","160935","","一般競争入札","電子入札","平成２８年度　地特　第１５号－２","三田海南線地方特定道路整備調査業務","130160","海草振興局建設部","和歌山市","2860000","3088800","2016/05/12","2016/05/24","2016/05/27 06:30","営業・特殊補償",""
"2401","160939","","一般競争入札","電子入札","平成２８年度　地特　第１５号","三田海南線地方特定道路整備調査業務","130160","海草振興局建設部","和歌山市","2430000","2624400","2016/05/12","2016/05/24","2016/05/27 06:30","物件",""
"2402","160950","","一般競争入札","電子入札","平成２８年度　地特　第１３号－６","粉河加太線地方特定道路整備工事","130160","海草振興局建設部","和歌山市","2426000","2620080","2016/05/12","2016/05/24","2016/05/27 06:30","塗装工事",""
"2403","160882","","一般競争入札","電子入札","平成２８年度　地すべり　第８号－１","地すべり対策事業　吉原田原地区　水抜きボーリング（B－２－１・B－４－４）工事","130390","伊都振興局農林水産振興部","橋本市","23027000","24869160","2016/05/12","2016/05/24","2016/05/26 10:49","さく井工事",""
"2404","160973","","一般競争入札","電子入札","平成２８年度　地すべり　第２号－３","地すべり防止事業設計業務","130790","東牟婁振興局農林水産振興部","新宮市","1353000","1461240","2016/05/12","2016/05/23","2016/05/26 06:32","森林土木",""
"2405","160972","","一般競争入札","電子入札","平成２８年度　地すべり　第２号－２","地すべり防止事業調査業務","130790","東牟婁振興局農林水産振興部","新宮市","3753000","4053240","2016/05/12","2016/05/23","2016/05/26 11:04","森林土木",""
"2406","160969","","一般競争入札","電子入札","平成２８年度　地すべり　第２号－１","地すべり防止事業調査業務","130790","東牟婁振興局農林水産振興部","新宮市","4575000","4941000","2016/05/12","2016/05/23","2016/05/26 06:32","地質調査",""
"2407","160970","","一般競争入札","電子入札","平成２８年度　地すべり　第１号－２","地すべり防止事業調査業務","130790","東牟婁振興局農林水産振興部","新宮市","5569000","6014520","2016/05/12","2016/05/23","2016/05/26 11:06","森林土木",""
"2408","160966","","一般競争入札","電子入札","平成２８年度　地すべり　第１号－１","地すべり防止事業調査業務","130790","東牟婁振興局農林水産振興部","新宮市","8631000","9321480","2016/05/12","2016/05/23","2016/05/26 11:05","森林土木",""
"2409","160924","","一般競争入札","電子入札","平成２８年度　小道改　第５０６号－３","古井西の地線小規模道路改良工事","130560","日高振興局建設部","日高郡印南町","4681000","5055480","2016/05/12","2016/05/24","2016/05/27 06:30","舗装工事",""
"2410","160881","","一般競争入札","電子入札","平成２８年度　小道改　第３５４号－２","大崎加茂郷停車場線小規模道路改良工事","130160","海南工事事務所","海南市","5120000","5529600","2016/05/12","2016/05/24","2016/05/27 08:55","舗装工事",""
"2411","160888","","一般競争入札","電子入札","平成２８年度　小道改　第１号","国道３７０号小規模道路改良調査業務","130160","海南工事事務所","海草郡紀美野町","1410000","1522800","2016/05/12","2016/05/24","2016/05/27 09:04","事業損失",""
"2412","160968","","一般競争入札","電子入札","平成２８年度　小土砂　第１９号","延坂岡田（２）地区小規模土砂災害対策工事","130460","有田振興局建設部","有田郡有田川町","1539000","1662120","2016/05/12","2016/05/25","2016/05/31 17:52","とび・土工・コンクリート工事",""
"2413","160979","","一般競争入札","電子入札","平成２８年度　砂修　第４号－７","山田川　砂防修繕調査業務","130360","伊都振興局建設部","橋本市","380000","410400","2016/05/12","2016/05/24","2016/05/27 16:24","事業損失",""
"2414","160891","","一般競争入札","電子入札","平成２８年度　港整　第７－１１号","和歌山下津港　港湾施設整備（既存）工事","082501","和歌山下津港湾事務所","和歌山市","9383000","10133640","2016/05/12","2016/05/24","2016/05/26 06:30","土木一式工事",""
"2415","160971","","一般競争入札","電子入札","平成２８年度　交安交金　第３０２－５号","粉河加太線交付金交通安全調査業務","130160","海草振興局建設部","和歌山市","1690000","1825200","2016/05/12","2016/05/24","2016/05/27 06:30","物件",""
"2416","160964","","一般競争入札","電子入札","平成２８年度　県防　第１５号－２","県土防災対策治山事業調査業務","130790","東牟婁振興局農林水産振興部","東牟婁郡那智勝浦町","3298000","3561840","2016/05/12","2016/05/23","2016/05/26 11:07","森林土木",""
"2417","160951","","一般競争入札","電子入札","平成２８年度　県防　第１５号－１","県土防災対策治山事業調査業務","130790","東牟婁振興局農林水産振興部","東牟婁郡那智勝浦町","5898000","6369840","2016/05/12","2016/05/23","2016/05/27 06:30","地質調査",""
"2418","160895","","一般競争入札","電子入札","平成２８年度　県防　第１１号","県土防災対策治山事業調査業務","130690","西牟婁振興局農林水産振興部","田辺市","6929000","7483320","2016/05/12","2016/05/23","2016/05/31 06:30","森林土木",""
"2419","160938","","一般競争入札","電子入札","平成２８年度　県防　第１０号","県土防災対策治山事業調査業務","130690","西牟婁振興局農林水産振興部","田辺市","3223000","3480840","2016/05/12","2016/05/23","2016/05/31 06:30","森林土木",""
"2420","160946","","一般競争入札（総合評価）","電子入札","平成２８年度　県債　道改交金　第１１１号－２","泉佐野岩出線外１線（岩出橋上部）道路改良工事","080200","道路局　道路建設課","岩出市","","","2016/05/12","2016/06/08","2016/09/08 06:30","鋼構造物工事",""
"2421","161000","","一般競争入札（総合評価）","電子入札","平成２８年度　県債　道改交金　第１１１号","泉佐野岩出線外１線（岩出橋上部A1～P2）道路改良工事","080200","道路局　道路建設課","岩出市","","","2016/05/12","2016/06/08","2016/06/29 06:30","鋼構造物工事",""
"2422","160949","","一般競争入札（総合評価）","電子入札","平成２８年度　県債　基幹農道　第３号","山畑２期地区基幹農道（仮称２号橋）上部工事","080200","道路局　道路建設課","海草郡紀美野町","","","2016/05/12","2016/06/08","2016/07/05 06:30","土木一式工事",""
"2423","160933","","一般競争入札","電子入札","平成２８年度　県交　第１号－２","和歌山橋本線交通安全施設等整備調査業務","130160","海草振興局建設部","和歌山市","2370000","2559600","2016/05/12","2016/05/24","2016/05/27 06:30","物件",""
"2424","160929","","一般競争入札","電子入札","平成２８年度　建住管　第５－２号","県営住宅入替修繕建築工事（単価契約）","130560","日高振興局建設部","御坊市","2482000","2680560","2016/05/12","2016/05/24","2016/05/26 15:35","建築一式工事",""
"2425","160975","","一般競争入札","電子入札","平成２８年度　河調　第２号－２","紀の川水系貴志川圏域河川整備計画検討業務","130160","海南工事事務所","海草郡紀美野町","9560000","10324800","2016/05/12","2016/06/08","2016/06/11 06:30","河川砂防及び海岸",""
"2426","160976","","一般競争入札","電子入札","平成２８年度　奥地　第７号－１","奥地保安林保全緊急対策事業設計業務","130790","東牟婁振興局農林水産振興部","東牟婁郡那智勝浦町","1642000","1773360","2016/05/12","2016/05/23","2016/05/26 06:32","森林土木",""
"2427","160922","","一般競争入札","電子入札","平成２８年度　営委　第４１号","白崎青少年の家炊飯場増築設計業務","081200","都市住宅局　公共建築課","日高郡由良町","940000","1015200","2016/05/12","2016/05/25","2016/05/27 16:47","建築一般",""
"2428","160921","","一般競争入札","電子入札","平成２８年度　営委　第３９号","点字図書館・聴覚障害者情報センター整備設計業務","081200","都市住宅局　公共建築課","和歌山市","1630000","1760400","2016/05/12","2016/05/25","2016/05/27 12:01","建築一般",""
"2429","160920","","一般競争入札","電子入札","平成２８年度　営委　第３７号","鴨沼教職員住宅・高塚宿舎Ａ棟解体設計業務","081200","都市住宅局　公共建築課","","1380000","1490400","2016/05/12","2016/05/25","2016/05/27 14:40","建築一般",""
"2430","160919","","一般競争入札","電子入札","平成２８年度　営委　第３６号","大谷前宿舎解体設計業務","081200","都市住宅局　公共建築課","海南市","1070000","1155600","2016/05/12","2016/05/24","2016/05/26 06:30","建築一般",""
"2431","160918","","一般競争入札","電子入札","平成２８年度　営委　第３５号","ソト浜宿舎Ａ棟解体・広川出張所旧棟外壁改修設計業務","081200","都市住宅局　公共建築課","","970000","1047600","2016/05/12","2016/05/24","2016/05/27 16:46","建築一般",""
"2432","160916","","一般競争入札","電子入札","平成２８年度　営委　第２８号","養鶏研究所鶏舎建替設計業務","081200","都市住宅局　公共建築課","日高郡日高川町","1490000","1609200","2016/05/12","2016/05/24","2016/05/27 06:30","建築一般",""
"2433","160914","","一般競争入札","電子入札","平成２８年度　営委　第２０号","伊都総合庁舎受変電設備他改修設計業務","081200","都市住宅局　公共建築課","橋本市","3340000","3607200","2016/05/12","2016/05/25","2016/06/01 06:30","電気",""
"2434","160913","","一般競争入札","電子入札","平成２８年度　営委　第１９号","砂山職員住宅給水設備改修設計業務","081200","都市住宅局　公共建築課","和歌山市","790000","853200","2016/05/12","2016/05/24","2016/05/24 12:45","衛生",""
"2435","160944","","一般競争入札","電子入札","平成２８年度　サイ整　第２号－７","紀の川自転車道線サイクリングロード整備測量業務","130260","那賀振興局建設部","岩出市","2010000","2170800","2016/05/12","2016/05/24","2016/05/30 06:30","測量一般",""
"2436","160940","","一般競争入札","電子入札","平成２７年度　防交金　第１２０号－４","熊野川洪水予測システム改修業務","080400","河川・下水道局　河川課","新宮市","9590000","10357200","2016/05/12","2016/06/09","2016/06/16 06:30","河川砂防及び海岸",""
"2437","160980","","一般競争入札","電子入札","平成２７年度　防交金　第１０３号－３","藤谷川　河川整備測量業務","130360","伊都振興局建設部","伊都郡かつらぎ町","5650000","6102000","2016/05/12","2016/05/24","2016/05/27 16:34","測量一般",""
"2438","160978","","一般競争入札（総合評価）","電子入札","平成２７年度　道保交金　第５０２－３２号－２","国道４２５号交付金道路保全工事","130560","日高振興局建設部","日高郡印南町","30948000","33423840","2016/05/12","2016/06/07","2016/06/16 06:31","とび・土工・コンクリート工事",""
"2439","160977","","一般競争入札","電子入札","平成２７年度　道保交金　第５０２－３２号","国道４２５号交付金道路保全工事","130560","日高振興局建設部","日高郡印南町","24017000","25938360","2016/05/12","2016/06/07","2016/06/10 06:30","とび・土工・コンクリート工事",""
"2440","160927","","一般競争入札（総合評価）","電子入札","平成２７年度　道保交金　第５０１－３号－３","国道４２４号（西本庄新橋）交付金道路保全工事","130560","日高振興局建設部","日高郡みなべ町","53286000","57548880","2016/05/12","2016/06/07","2016/06/15 06:30","鋼構造物工事",""
"2441","160947","","一般競争入札","電子入札","平成２７年度　道改交金　第２０１－３１号－２","泉佐野岩出線道路改良工事","130260","那賀振興局建設部","岩出市","16883000","18233640","2016/05/12","2016/06/06","2016/06/10 06:30","とび・土工・コンクリート工事",""
"2442","161002","","一般競争入札","電子入札","平成２７年度　地防　第１号－３","地域防災対策総合治山事業","130690","西牟婁振興局農林水産振興部","田辺市","14669000","15842520","2016/05/12","2016/06/06","2016/05/19 13:11","土木一式工事",""
"2443","160974","","一般競争入札","電子入札","平成２７年度　地特　第１１号－１４","泉佐野岩出線外１線地方特定道路整備建物調査業務","130260","那賀振興局建設部","岩出市","2550000","2754000","2016/05/12","2016/05/24","2016/05/30 06:30","事業損失",""
"2444","160889","","一般競争入札","電子入札","平成２７年度　砂防　第３０号－５","観音谷外砂防建物調査業務","130770","東牟婁振興局新宮建設部","東牟婁郡北山村","1730000","1868400","2016/05/12","2016/05/23","2016/05/26 06:32","物件",""
"2445","160883","","一般競争入札","電子入札","平成２７年度　港整　第８号－２","新宮港港湾施設整備（波高観測・解析）外合併業務","130770","東牟婁振興局新宮建設部","新宮市","9480000","10238400","2016/05/12","2016/05/23","2016/05/28 06:30","港湾及び空港",""
"2446","160967","","一般競争入札（総合評価）","電子入札","平成２７年度　港整　第７－７号－２","文里港港湾施設整備（既存）工事","130660","西牟婁振興局建設部","田辺市","81517000","88038360","2016/05/12","2016/06/06","2016/06/21 06:30","土木一式工事",""
"2447","160983","","一般競争入札","電子入札","平成２７年度　広域　第１号－４１","紀の川左岸地区　兄井工区地質調査（その３）業務","130360","伊都振興局建設部","伊都郡かつらぎ町","2060000","2224800","2016/05/12","2016/05/24","2016/05/27 16:48","地質",""
"2448","160982","","一般競争入札","電子入札","平成２７年度　広域　第１号－４０","紀の川左岸地区　橋本工区地質調査業務","130360","伊都振興局建設部","橋本市","6270000","6771600","2016/05/12","2016/05/24","2016/05/27 16:19","地質",""
"2449","160928","","一般競争入札","電子入札","平成２７年度　県災　第６号－３","柏御坊線道路災害復旧（外）合併工事","130560","日高振興局建設部","日高郡日高町","1179000","1273320","2016/05/12","2016/05/24","2016/05/28 06:30","土木一式工事",""
"2450","160931","","一般競争入札","電子入札","平成２７年度　海整　第４－１号－２","白浜海岸海岸整備（津波高潮）工事","130660","西牟婁振興局建設部","西牟婁郡白浜町","10285000","11107800","2016/05/12","2016/06/06","2016/06/14 06:31","鋼構造物工事",""
"2451","160877","","一般競争入札","電子入札","平成２８年度　紀２　第１号","飲料水設備改良工事","063000","公営企業課","和歌山市","1122000","1211760","2016/05/09","2016/05/16","2016/05/23 06:30","管工事",""
"2452","160853","","一般競争入札","電子入札","平成２８年度　道改交金　第１８号","国道４２５号（外）道路改良（外）合併工事","130560","日高振興局建設部","日高郡印南町","678000","732240","2016/04/28","2016/05/12","2016/05/02 15:52","塗装工事",""
"2453","160860","","一般競争入札","電子入札","平成２８年度　道改交金　第１２１号－２","海南金屋線道路改良調査業務","130460","有田振興局建設部","有田郡有田川町","3070000","3315600","2016/04/28","2016/05/18","2016/05/24 19:21","地質調査",""
"2454","160813","","一般競争入札","電子入札","平成２８年度　道維修　第８号－９","那智勝浦古座川線外道路維持修繕工事","130770","東牟婁振興局新宮建設部","東牟婁郡那智勝浦町","4194000","4529520","2016/04/28","2016/05/17","2016/05/21 06:30","土木一式工事",""
"2455","160816","","一般競争入札","電子入札","平成２８年度　道維修　第８号－６","国道１６８号外道路維持修繕工事","130770","東牟婁振興局新宮建設部","新宮市","8288000","8951040","2016/04/28","2016/05/17","2016/05/21 06:30","土木一式工事",""
"2456","160814","","一般競争入札","電子入札","平成２８年度　道維修　第８号－５","国道１６８号外道路維持修繕工事","130770","東牟婁振興局新宮建設部","新宮市","8314000","8979120","2016/04/28","2016/05/17","2016/05/21 06:30","土木一式工事",""
"2457","160815","","一般競争入札","電子入札","平成２８年度　道維修　第８号－２","国道１６９号道路維持修繕工事","130770","東牟婁振興局新宮建設部","東牟婁郡北山村","3510000","3790800","2016/04/28","2016/05/17","2016/05/21 06:30","土木一式工事",""
"2458","160811","","一般競争入札","電子入札","平成２８年度　道維修　第８号－１２","那智山勝浦線外道路維持修繕工事","130770","東牟婁振興局新宮建設部","東牟婁郡那智勝浦町","1289000","1392120","2016/04/28","2016/05/17","2016/05/21 06:30","造園工事",""
"2459","160812","","一般競争入札","電子入札","平成２８年度　道維修　第８号－１０","那智勝浦本宮線外道路維持修繕工事","130770","東牟婁振興局新宮建設部","東牟婁郡那智勝浦町","6624000","7153920","2016/04/28","2016/05/17","2016/05/20 06:30","土木一式工事",""
"2460","160868","","一般競争入札","電子入札","平成２８年度　道維修　第７号－８","潮岬周遊線道路維持修繕工事","130760","東牟婁振興局串本建設部","東牟婁郡串本町","2359000","2547720","2016/04/28","2016/05/17","2016/05/21 06:30","とび・土工・コンクリート工事",""
"2461","160836","","一般競争入札","電子入札","平成２８年度　道維修　第２号－９","中尾名手市場線（名手ポンプ場）道路維持修繕工事","130260","那賀振興局建設部","紀の川市","1415000","1528200","2016/04/28","2016/05/13","2016/05/21 06:30","電気工事",""
"2462","160799","","一般競争入札","電子入札","平成２８年度　地すべり　第８号－５１","地すべり対策事業　吉原田原地区　地すべり観測業務","130390","伊都振興局農林水産振興部","橋本市","5140000","5551200","2016/04/28","2016/05/17","2016/05/19 16:46","地質調査",""
"2463","160870","","一般競争入札","電子入札","平成２８年度　地すべり　第６号－５０","畦田２期地区地すべり観測（継続）業務","130490","有田振興局農林水産振興部","有田郡有田川町","3330000","3596400","2016/04/28","2016/05/18","2016/05/24 09:33","地質調査",""
"2464","160827","","一般競争入札（総合評価）","電子入札","平成２８年度　西営委　第６号","串本職員住宅新築工事設計業務","130660","西牟婁振興局建設部","東牟婁郡串本町","18500000","19980000","2016/04/28","2016/05/26","2016/06/10 06:30","建築一般",""
"2465","160832","","一般競争入札","電子入札","平成２８年度　西営委　第４号","林業試験場研修棟内部改修工事・南紀支援学校第２棟（教室棟）内部改修工事設計業務","130660","西牟婁振興局建設部","","1180000","1274400","2016/04/28","2016/05/17","2016/05/24 06:30","建築一般",""
"2466","160831","","一般競争入札","電子入札","平成２８年度　西営委　第３号","熊野高校公共下水道接続他工事設計業務","130660","西牟婁振興局建設部","西牟婁郡上富田町","2900000","3132000","2016/04/28","2016/05/17","2016/05/24 06:30","衛生",""
"2467","160833","","一般競争入札","電子入札","平成２８年度　西営委　第１号","熊野高校美術教室・新宮高校調理教室空調設置工事設計業務","130660","西牟婁振興局建設部","","1100000","1188000","2016/04/28","2016/05/17","2016/05/24 06:30","暖冷房",""
"2468","160835","","一般競争入札","電子入札","平成２８年度　小道改　第６１１号－２","栄岩崎線小規模道路改良設計業務","130660","西牟婁振興局建設部","西牟婁郡白浜町","1040000","1123200","2016/04/28","2016/05/17","2016/05/24 06:30","道路",""
"2469","160840","","一般競争入札","電子入札","平成２８年度　小道改　第６１１号","栄岩崎線小規模道路改良測量業務","130660","西牟婁振興局建設部","西牟婁郡白浜町","1380000","1490400","2016/04/28","2016/05/17","2016/05/24 06:30","測量一般",""
"2470","160865","","一般競争入札","電子入札","平成２８年度　小道改　第６０８号","静川請川線小規模道路改良工事","130660","西牟婁振興局建設部","田辺市","17704000","19120320","2016/04/28","2016/05/17","2016/05/24 06:30","土木一式工事",""
"2471","160842","","一般競争入札","電子入札","平成２８年度　小道改　第５０６号－３","古井西の地線小規模道路改良工事","130560","日高振興局建設部","日高郡印南町","4681000","5055480","2016/04/28","2016/05/12","2016/05/02 15:52","舗装工事",""
"2472","160807","","一般競争入札","電子入札","平成２８年度　小道改　第１０７号","高野橋本線　小規模道路改良工事","130360","伊都振興局建設部","伊都郡九度山町","7954000","8590320","2016/04/28","2016/05/17","2016/05/19 09:35","土木一式工事",""
"2473","160864","","一般競争入札","電子入札","平成２８年度　小土砂　第５１号","田並上地区小規模土砂災害対策工事","130760","東牟婁振興局串本建設部","東牟婁郡串本町","2232000","2410560","2016/04/28","2016/05/17","2016/05/21 06:30","土木一式工事",""
"2474","160808","","一般競争入札","電子入札","平成２８年度　小土砂　第１号","東谷５地区　小規模土砂災害対策外合併工事","130360","伊都振興局建設部","伊都郡かつらぎ町","5629000","6079320","2016/04/28","2016/05/17","2016/05/19 09:34","とび・土工・コンクリート工事",""
